yourlist:M20190428216DA2B77BFBD2E6699CA9B6D1C41EB20A1B1A1	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9NP64	Q9NP64	NO40_HUMAN	reviewed	Nucleolar protein of 40 kDa (pNO40) (Pnn-interacting nucleolar protein) (Putative S1 RNA-binding domain protein) (PS1D protein) (Zinc finger CCHC domain-containing protein 17)	ZCCHC17 PS1D HSPC243 HSPC251 LDC4	Homo sapiens (Human)	241
Q9NP71	Q9NP71	MLXPL_HUMAN	reviewed	Carbohydrate-responsive element-binding protein (ChREBP) (Class D basic helix-loop-helix protein 14) (bHLHd14) (MLX interactor) (MLX-interacting protein-like) (WS basic-helix-loop-helix leucine zipper protein) (WS-bHLH) (Williams-Beuren syndrome chromosomal region 14 protein)	MLXIPL BHLHD14 MIO WBSCR14	Homo sapiens (Human)	852
Q9NP78	Q9NP78	ABCB9_HUMAN	reviewed	ATP-binding cassette sub-family B member 9 (ATP-binding cassette transporter 9) (ABC transporter 9 protein) (hABCB9) (TAP-like protein) (TAPL)	ABCB9 KIAA1520	Homo sapiens (Human)	766
Q9NPA8	Q9NPA8	ENY2_HUMAN	reviewed	Transcription and mRNA export factor ENY2 (Enhancer of yellow 2 transcription factor homolog)	ENY2 DC6	Homo sapiens (Human)	101
Q9NPI1	Q9NPI1	BRD7_HUMAN	reviewed	Bromodomain-containing protein 7 (75 kDa bromodomain protein) (Protein CELTIX-1)	BRD7 BP75 CELTIX1	Homo sapiens (Human)	651
Q9NQ29	Q9NQ29	LUC7L_HUMAN	reviewed	Putative RNA-binding protein Luc7-like 1 (Putative SR protein LUC7B1) (SR+89)	LUC7L LUC7L1	Homo sapiens (Human)	371
Q9NQ55	Q9NQ55	SSF1_HUMAN	reviewed	Suppressor of SWI4 1 homolog (Ssf-1) (Brix domain-containing protein 3) (Peter Pan homolog)	PPAN BXDC3 SSF1	Homo sapiens (Human)	473
Q9NQ94	Q9NQ94	A1CF_HUMAN	reviewed	APOBEC1 complementation factor (APOBEC1-stimulating protein)	A1CF ACF ASP	Homo sapiens (Human)	594
Q9NQC3	Q9NQC3	RTN4_HUMAN	reviewed	Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5)	RTN4 KIAA0886 NOGO My043 SP1507	Homo sapiens (Human)	1192
Q9NQH7	Q9NQH7	XPP3_HUMAN	reviewed	Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3)	XPNPEP3	Homo sapiens (Human)	507
Q9NQR4	Q9NQR4	NIT2_HUMAN	reviewed	Omega-amidase NIT2 (EC 3.5.1.3) (Nitrilase homolog 2)	NIT2 CUA002	Homo sapiens (Human)	276
Q9NQT8	Q9NQT8	KI13B_HUMAN	reviewed	Kinesin-like protein KIF13B (Kinesin-like protein GAKIN)	KIF13B GAKIN KIAA0639	Homo sapiens (Human)	1826
Q9NQW7	Q9NQW7	XPP1_HUMAN	reviewed	Xaa-Pro aminopeptidase 1 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Cytosolic aminopeptidase P) (Soluble aminopeptidase P) (sAmp) (X-Pro aminopeptidase 1) (X-prolyl aminopeptidase 1, soluble)	XPNPEP1 XPNPEPL XPNPEPL1	Homo sapiens (Human)	623
Q9NQX3	Q9NQX3	GEPH_HUMAN	reviewed	Gephyrin [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E)]	GPHN GPH KIAA1385	Homo sapiens (Human)	736
Q9NQX4	Q9NQX4	MYO5C_HUMAN	reviewed	Unconventional myosin-Vc	MYO5C	Homo sapiens (Human)	1742
Q9NQX6	Q9NQX6	ZN331_HUMAN	reviewed	Zinc finger protein 331 (C2H2-like zinc finger protein rearranged in thyroid adenomas) (Zinc finger protein 361) (Zinc finger protein 463)	ZNF331 RITA ZNF361 ZNF463	Homo sapiens (Human)	463
Q9NR12	Q9NR12	PDLI7_HUMAN	reviewed	PDZ and LIM domain protein 7 (LIM mineralization protein) (LMP) (Protein enigma)	PDLIM7 ENIGMA	Homo sapiens (Human)	457
Q9NR19	Q9NR19	ACSA_HUMAN	reviewed	Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme)	ACSS2 ACAS2	Homo sapiens (Human)	701
Q9NR45	Q9NR45	SIAS_HUMAN	reviewed	Sialic acid synthase (N-acetylneuraminate synthase) (EC 2.5.1.56) (N-acetylneuraminate-9-phosphate synthase) (EC 2.5.1.57) (N-acetylneuraminic acid phosphate synthase) (N-acetylneuraminic acid synthase)	NANS SAS	Homo sapiens (Human)	359
Q9NR99	Q9NR99	MXRA5_HUMAN	reviewed	Matrix-remodeling-associated protein 5 (Adhesion protein with leucine-rich repeats and immunoglobulin domains related to perlecan) (Adlican)	MXRA5	Homo sapiens (Human)	2828
Q9NRP0	Q9NRP0	OSTC_HUMAN	reviewed	Oligosaccharyltransferase complex subunit OSTC (Hydrophobic protein HSF-28)	OSTC DC2 HDCMD45P HSPC307	Homo sapiens (Human)	149
Q9NSC7	Q9NSC7	SIA7A_HUMAN	reviewed	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 (EC 2.4.99.3) (GalNAc alpha-2,6-sialyltransferase I) (ST6GalNAc I) (ST6GalNAcI) (Sialyltransferase 7A) (SIAT7-A)	ST6GALNAC1 SIAT7A UNQ543/PRO848	Homo sapiens (Human)	600
Q9NSD9	Q9NSD9	SYFB_HUMAN	reviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	FARSB FARSLB FRSB HSPC173	Homo sapiens (Human)	589
Q9NSE4	Q9NSE4	SYIM_HUMAN	reviewed	Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	IARS2	Homo sapiens (Human)	1012
Q9NSK0	Q9NSK0	KLC4_HUMAN	reviewed	Kinesin light chain 4 (KLC 4) (Kinesin-like protein 8)	KLC4 KNSL8	Homo sapiens (Human)	619
Q9NTX9	Q9NTX9	F217B_HUMAN	reviewed	Protein FAM217B	FAM217B C20orf177	Homo sapiens (Human)	383
Q9NUD5	Q9NUD5	ZCHC3_HUMAN	reviewed	Zinc finger CCHC domain-containing protein 3	ZCCHC3 C20orf99	Homo sapiens (Human)	403
Q9NUL7	Q9NUL7	DDX28_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX28 (EC 3.6.4.13) (Mitochondrial DEAD box protein 28)	DDX28 MDDX28	Homo sapiens (Human)	540
Q9NUQ8	Q9NUQ8	ABCF3_HUMAN	reviewed	ATP-binding cassette sub-family F member 3	ABCF3	Homo sapiens (Human)	709
Q9NVA2	Q9NVA2	SEP11_HUMAN	reviewed	Septin-11	SEPT11	Homo sapiens (Human)	429
Q9NVD7	Q9NVD7	PARVA_HUMAN	reviewed	Alpha-parvin (Actopaxin) (CH-ILKBP) (Calponin-like integrin-linked kinase-binding protein) (Matrix-remodeling-associated protein 2)	PARVA MXRA2	Homo sapiens (Human)	372
Q9NVE7	Q9NVE7	PANK4_HUMAN	reviewed	Pantothenate kinase 4 (hPanK4) (EC 2.7.1.33) (Pantothenic acid kinase 4)	PANK4	Homo sapiens (Human)	773
Q9NVI7	Q9NVI7	ATD3A_HUMAN	reviewed	ATPase family AAA domain-containing protein 3A	ATAD3A	Homo sapiens (Human)	634
Q9NVP1	Q9NVP1	DDX18_HUMAN	reviewed	ATP-dependent RNA helicase DDX18 (EC 3.6.4.13) (DEAD box protein 18) (Myc-regulated DEAD box protein) (MrDb)	DDX18 cPERP-D	Homo sapiens (Human)	670
Q9NVQ4	Q9NVQ4	FAIM1_HUMAN	reviewed	Fas apoptotic inhibitory molecule 1	FAIM FAIM1	Homo sapiens (Human)	179
Q9NW64	Q9NW64	RBM22_HUMAN	reviewed	Pre-mRNA-splicing factor RBM22 (RNA-binding motif protein 22) (Zinc finger CCCH domain-containing protein 16)	RBM22 ZC3H16 199G4	Homo sapiens (Human)	420
Q9NWB6	Q9NWB6	ARGL1_HUMAN	reviewed	Arginine and glutamate-rich protein 1	ARGLU1	Homo sapiens (Human)	273
Q9NWB7	Q9NWB7	IFT57_HUMAN	reviewed	Intraflagellar transport protein 57 homolog (Dermal papilla-derived protein 8) (Estrogen-related receptor beta-like protein 1) (HIP1-interacting protein) (MHS4R2)	IFT57 DERP8 ESRRBL1 HIPPI	Homo sapiens (Human)	429
Q9NWH9	Q9NWH9	SLTM_HUMAN	reviewed	SAFB-like transcription modulator (Modulator of estrogen-induced transcription)	SLTM MET	Homo sapiens (Human)	1034
Q9NWU5	Q9NWU5	RM22_HUMAN	reviewed	39S ribosomal protein L22, mitochondrial (L22mt) (MRP-L22) (39S ribosomal protein L25, mitochondrial) (L25mt) (MRP-L25) (Mitochondrial large ribosomal subunit protein uL22m)	MRPL22 MRPL25 RPML25 HSPC158	Homo sapiens (Human)	206
Q9NX62	Q9NX62	IMPA3_HUMAN	reviewed	Inositol monophosphatase 3 (IMP 3) (IMPase 3) (EC 3.1.3.25) (EC 3.1.3.7) (Golgi 3-prime phosphoadenosine 5-prime phosphate 3-prime phosphatase) (Golgi-resident PAP phosphatase) (gPAPP) (Inositol monophosphatase domain-containing protein 1) (Inositol-1(or 4)-monophosphatase 3) (Myo-inositol monophosphatase A3)	IMPAD1 IMPA3	Homo sapiens (Human)	359
Q9NX63	Q9NX63	MIC19_HUMAN	reviewed	MICOS complex subunit MIC19 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 3)	CHCHD3 MIC19 MINOS3	Homo sapiens (Human)	227
Q9NXE4	Q9NXE4	NSMA3_HUMAN	reviewed	Sphingomyelin phosphodiesterase 4 (EC 3.1.4.12) (Neutral sphingomyelinase 3) (nSMase-3) (nSMase3) (Neutral sphingomyelinase III)	SMPD4 KIAA1418 SKNY	Homo sapiens (Human)	866
Q9NXE8	Q9NXE8	CWC25_HUMAN	reviewed	Pre-mRNA-splicing factor CWC25 homolog (Coiled-coil domain-containing protein 49) (Spliceosome-associated protein homolog CWC25)	CWC25 CCDC49	Homo sapiens (Human)	425
Q9NXF1	Q9NXF1	TEX10_HUMAN	reviewed	Testis-expressed protein 10	TEX10 L18 Nbla10363	Homo sapiens (Human)	929
Q9NY12	Q9NY12	GAR1_HUMAN	reviewed	H/ACA ribonucleoprotein complex subunit 1 (Nucleolar protein family A member 1) (snoRNP protein GAR1)	GAR1 NOLA1	Homo sapiens (Human)	217
Q9NY28	Q9NY28	GALT8_HUMAN	reviewed	Probable polypeptide N-acetylgalactosaminyltransferase 8 (EC 2.4.1.41) (Polypeptide GalNAc transferase 8) (GalNAc-T8) (pp-GaNTase 8) (Protein-UDP acetylgalactosaminyltransferase 8) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 8)	GALNT8	Homo sapiens (Human)	637
Q9NY93	Q9NY93	DDX56_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX56 (EC 3.6.4.13) (ATP-dependent 61 kDa nucleolar RNA helicase) (DEAD box protein 21) (DEAD box protein 56)	DDX56 DDX21 NOH61	Homo sapiens (Human)	547
Q9NYF8	Q9NYF8	BCLF1_HUMAN	reviewed	Bcl-2-associated transcription factor 1 (Btf) (BCLAF1 and THRAP3 family member 1)	BCLAF1 BTF KIAA0164	Homo sapiens (Human)	920
Q9NYH9	Q9NYH9	UTP6_HUMAN	reviewed	U3 small nucleolar RNA-associated protein 6 homolog (Hepatocellular carcinoma-associated antigen 66) (Multiple hat domains protein)	UTP6 C17orf40 HCA66 MHAT	Homo sapiens (Human)	597
Q9NYL9	Q9NYL9	TMOD3_HUMAN	reviewed	Tropomodulin-3 (Ubiquitous tropomodulin) (U-Tmod)	TMOD3	Homo sapiens (Human)	352
Q9NYQ7	Q9NYQ7	CELR3_HUMAN	reviewed	Cadherin EGF LAG seven-pass G-type receptor 3 (Cadherin family member 11) (Epidermal growth factor-like protein 1) (EGF-like protein 1) (Flamingo homolog 1) (hFmi1) (Multiple epidermal growth factor-like domains protein 2) (Multiple EGF-like domains protein 2)	CELSR3 CDHF11 EGFL1 FMI1 KIAA0812 MEGF2	Homo sapiens (Human)	3312
Q9NYU2	Q9NYU2	UGGG1_HUMAN	reviewed	UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (hUGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1)	UGGT1 GT UGCGL1 UGGT UGT1 UGTR	Homo sapiens (Human)	1555
Q9NZ01	Q9NZ01	TECR_HUMAN	reviewed	Very-long-chain enoyl-CoA reductase (EC 1.3.1.93) (Synaptic glycoprotein SC2) (Trans-2,3-enoyl-CoA reductase) (TER)	TECR GPSN2 SC2	Homo sapiens (Human)	308
Q9NZ08	Q9NZ08	ERAP1_HUMAN	reviewed	Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (Type 1 tumor necrosis factor receptor shedding aminopeptidase regulator)	ERAP1 APPILS ARTS1 KIAA0525 UNQ584/PRO1154	Homo sapiens (Human)	941
Q9NZB2	Q9NZB2	F120A_HUMAN	reviewed	Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated Src activator) (Protein FAM120A)	FAM120A C9orf10 KIAA0183 OSSA	Homo sapiens (Human)	1118
Q9NZC9	Q9NZC9	SMAL1_HUMAN	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-) (HepA-related protein) (hHARP) (Sucrose nonfermenting protein 2-like 1)	SMARCAL1 HARP	Homo sapiens (Human)	954
Q9NZH8	Q9NZH8	IL36G_HUMAN	reviewed	Interleukin-36 gamma (IL-1-related protein 2) (IL-1RP2) (Interleukin-1 epsilon) (IL-1 epsilon) (Interleukin-1 family member 9) (IL-1F9) (Interleukin-1 homolog 1) (IL-1H1)	IL36G IL1E IL1F9 IL1H1 IL1RP2 UNQ2456/PRO5737	Homo sapiens (Human)	169
Q9NZI8	Q9NZI8	IF2B1_HUMAN	reviewed	Insulin-like growth factor 2 mRNA-binding protein 1 (IGF2 mRNA-binding protein 1) (IMP-1) (IMP1) (Coding region determinant-binding protein) (CRD-BP) (IGF-II mRNA-binding protein 1) (VICKZ family member 1) (Zipcode-binding protein 1) (ZBP-1)	IGF2BP1 CRDBP VICKZ1 ZBP1	Homo sapiens (Human)	577
Q9NZL3	Q9NZL3	ZN224_HUMAN	reviewed	Zinc finger protein 224 (Bone marrow zinc finger 2) (BMZF-2) (Zinc finger protein 233) (Zinc finger protein 255) (Zinc finger protein 27) (Zinc finger protein KOX22)	ZNF224 BMZF2 KOX22 ZNF233 ZNF255 ZNF27	Homo sapiens (Human)	707
Q9NZM1	Q9NZM1	MYOF_HUMAN	reviewed	Myoferlin (Fer-1-like protein 3)	MYOF FER1L3 KIAA1207	Homo sapiens (Human)	2061
Q9NZM4	Q9NZM4	BICRA_HUMAN	reviewed	BRD4-interacting chromatin-remodeling complex-associated protein (Glioma tumor suppressor candidate region gene 1 protein)	BICRA GLTSCR1	Homo sapiens (Human)	1560
Q9NZM5	Q9NZM5	NOP53_HUMAN	reviewed	Ribosome biogenesis protein NOP53 (Glioma tumor suppressor candidate region gene 2 protein) (Protein interacting with carboxyl terminus 1) (PICT-1) (p60)	NOP53 GLT GLTSCR2 PICT1	Homo sapiens (Human)	478
Q9NZN4	Q9NZN4	EHD2_HUMAN	reviewed	EH domain-containing protein 2 (PAST homolog 2)	EHD2 PAST2	Homo sapiens (Human)	543
Q9NZN5	Q9NZN5	ARHGC_HUMAN	reviewed	Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF)	ARHGEF12 KIAA0382 LARG	Homo sapiens (Human)	1544
Q9NZT1	Q9NZT1	CALL5_HUMAN	reviewed	Calmodulin-like protein 5 (Calmodulin-like skin protein)	CALML5 CLSP	Homo sapiens (Human)	146
Q9P015	Q9P015	RM15_HUMAN	reviewed	39S ribosomal protein L15, mitochondrial (L15mt) (MRP-L15) (Mitochondrial large ribosomal subunit protein uL15m)	MRPL15 HSPC145	Homo sapiens (Human)	296
Q9P035	Q9P035	HACD3_HUMAN	reviewed	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 3) (HACD3) (Butyrate-induced protein 1) (B-ind1) (hB-ind1) (Protein-tyrosine phosphatase-like A domain-containing protein 1)	HACD3 BIND1 PTPLAD1	Homo sapiens (Human)	362
Q9P0L1	Q9P0L1	ZKSC7_HUMAN	reviewed	Zinc finger protein with KRAB and SCAN domains 7 (Zinc finger protein 167) (Zinc finger protein 448) (Zinc finger protein 64)	ZKSCAN7 ZNF167 ZNF448 ZNF64	Homo sapiens (Human)	754
Q9P0M6	Q9P0M6	H2AW_HUMAN	reviewed	Core histone macro-H2A.2 (Histone macroH2A2) (mH2A2)	H2AFY2 MACROH2A2	Homo sapiens (Human)	372
Q9P253	Q9P253	VPS18_HUMAN	reviewed	Vacuolar protein sorting-associated protein 18 homolog (hVPS18)	VPS18 KIAA1475	Homo sapiens (Human)	973
Q9P258	Q9P258	RCC2_HUMAN	reviewed	Protein RCC2 (RCC1-like protein TD-60) (Telophase disk protein of 60 kDa)	RCC2 KIAA1470 TD60	Homo sapiens (Human)	522
Q9P2E9	Q9P2E9	RRBP1_HUMAN	reviewed	Ribosome-binding protein 1 (180 kDa ribosome receptor homolog) (RRp) (ES/130-related protein) (Ribosome receptor protein)	RRBP1 KIAA1398	Homo sapiens (Human)	1410
Q9P2G3	Q9P2G3	KLH14_HUMAN	reviewed	Kelch-like protein 14 (Protein interactor of Torsin-1A) (Printor) (Protein interactor of torsinA)	KLHL14 KIAA1384	Homo sapiens (Human)	628
Q9P2I0	Q9P2I0	CPSF2_HUMAN	reviewed	Cleavage and polyadenylation specificity factor subunit 2 (Cleavage and polyadenylation specificity factor 100 kDa subunit) (CPSF 100 kDa subunit)	CPSF2 CPSF100 KIAA1367	Homo sapiens (Human)	782
Q9P2J5	Q9P2J5	SYLC_HUMAN	reviewed	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	LARS KIAA1352	Homo sapiens (Human)	1176
Q9P2K3	Q9P2K3	RCOR3_HUMAN	reviewed	REST corepressor 3	RCOR3 KIAA1343	Homo sapiens (Human)	495
Q9P2M7	Q9P2M7	CING_HUMAN	reviewed	Cingulin	CGN KIAA1319	Homo sapiens (Human)	1197
Q9P2X7	Q9P2X7	DEC1_HUMAN	reviewed	Deleted in esophageal cancer 1 (Candidate tumor suppressor CTS9)	DEC1 CTS9	Homo sapiens (Human)	70
Q9P2Y4	Q9P2Y4	ZN219_HUMAN	reviewed	Zinc finger protein 219	ZNF219	Homo sapiens (Human)	722
Q9UBB9	Q9UBB9	TFP11_HUMAN	reviewed	Tuftelin-interacting protein 11 (Septin and tuftelin-interacting protein 1) (STIP-1)	TFIP11 STIP HSPC006	Homo sapiens (Human)	837
Q9UBC5	Q9UBC5	MYO1A_HUMAN	reviewed	Unconventional myosin-Ia (Brush border myosin I) (BBM-I) (BBMI) (Myosin I heavy chain) (MIHC)	MYO1A MYHL	Homo sapiens (Human)	1043
Q9UBH0	Q9UBH0	I36RA_HUMAN	reviewed	Interleukin-36 receptor antagonist protein (IL-36Ra) (FIL1 delta) (IL-1-related protein 3) (IL-1RP3) (Interleukin-1 HY1) (IL-1HY1) (Interleukin-1 delta) (IL-1 delta) (Interleukin-1 family member 5) (IL-1F5) (Interleukin-1 receptor antagonist homolog 1) (IL-1ra homolog 1) (Interleukin-1-like protein 1) (IL-1L1)	IL36RN FIL1D IL1F5 IL1HY1 IL1L1 IL1RP3 UNQ1896/PRO4342	Homo sapiens (Human)	155
Q9UBQ7	Q9UBQ7	GRHPR_HUMAN	reviewed	Glyoxylate reductase/hydroxypyruvate reductase (EC 1.1.1.79) (EC 1.1.1.81)	GRHPR GLXR MSTP035	Homo sapiens (Human)	328
Q9UBS4	Q9UBS4	DJB11_HUMAN	reviewed	DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (DnaJ protein homolog 9) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p) (HEDJ) (Human DnaJ protein 9) (hDj-9) (PWP1-interacting protein 4)	DNAJB11 EDJ ERJ3 HDJ9 PSEC0121 UNQ537/PRO1080	Homo sapiens (Human)	358
Q9UBX5	Q9UBX5	FBLN5_HUMAN	reviewed	Fibulin-5 (FIBL-5) (Developmental arteries and neural crest EGF-like protein) (Dance) (Urine p50 protein) (UP50)	FBLN5 DANCE UNQ184/PRO210	Homo sapiens (Human)	448
Q9UDY2	Q9UDY2	ZO2_HUMAN	reviewed	Tight junction protein ZO-2 (Tight junction protein 2) (Zona occludens protein 2) (Zonula occludens protein 2)	TJP2 X104 ZO2	Homo sapiens (Human)	1190
Q9UEY8	Q9UEY8	ADDG_HUMAN	reviewed	Gamma-adducin (Adducin-like protein 70)	ADD3 ADDL	Homo sapiens (Human)	706
Q9UG63	Q9UG63	ABCF2_HUMAN	reviewed	ATP-binding cassette sub-family F member 2 (Iron-inhibited ABC transporter 2)	ABCF2 HUSSY-18	Homo sapiens (Human)	623
Q9UGL9	Q9UGL9	CRCT1_HUMAN	reviewed	Cysteine-rich C-terminal protein 1 (Protein NICE-1)	CRCT1 C1orf42 NICE1	Homo sapiens (Human)	99
Q9UGM3	Q9UGM3	DMBT1_HUMAN	reviewed	Deleted in malignant brain tumors 1 protein (Glycoprotein 340) (Gp-340) (Hensin) (Salivary agglutinin) (SAG) (Surfactant pulmonary-associated D-binding protein)	DMBT1 GP340	Homo sapiens (Human)	2413
Q9UGP4	Q9UGP4	LIMD1_HUMAN	reviewed	LIM domain-containing protein 1	LIMD1	Homo sapiens (Human)	676
Q9UH99	Q9UH99	SUN2_HUMAN	reviewed	SUN domain-containing protein 2 (Protein unc-84 homolog B) (Rab5-interacting protein) (Rab5IP) (Sad1/unc-84 protein-like 2)	SUN2 FRIGG KIAA0668 RAB5IP UNC84B	Homo sapiens (Human)	717
Q9UHA7	Q9UHA7	IL36A_HUMAN	reviewed	Interleukin-36 alpha (FIL1 epsilon) (Interleukin-1 epsilon) (IL-1 epsilon) (Interleukin-1 family member 6) (IL-1F6)	IL36A FIL1E IL1E IL1F6	Homo sapiens (Human)	158
Q9UHB6	Q9UHB6	LIMA1_HUMAN	reviewed	LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm)	LIMA1 EPLIN SREBP3 PP624	Homo sapiens (Human)	759
Q9UHC7	Q9UHC7	MKRN1_HUMAN	reviewed	E3 ubiquitin-protein ligase makorin-1 (EC 2.3.2.27) (RING finger protein 61) (RING-type E3 ubiquitin transferase makorin-1)	MKRN1 RNF61	Homo sapiens (Human)	482
Q9UHD2	Q9UHD2	TBK1_HUMAN	reviewed	Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1)	TBK1 NAK	Homo sapiens (Human)	729
Q9UHD8	Q9UHD8	SEPT9_HUMAN	reviewed	Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1)	SEPT9 KIAA0991 MSF	Homo sapiens (Human)	586
Q9UHR5	Q9UHR5	S30BP_HUMAN	reviewed	SAP30-binding protein (Transcriptional regulator protein HCNGP)	SAP30BP HCNGP HTRG HTRP	Homo sapiens (Human)	308
Q9UHX1	Q9UHX1	PUF60_HUMAN	reviewed	Poly(U)-binding-splicing factor PUF60 (60 kDa poly(U)-binding-splicing factor) (FUSE-binding protein-interacting repressor) (FBP-interacting repressor) (Ro-binding protein 1) (RoBP1) (Siah-binding protein 1) (Siah-BP1)	PUF60 FIR ROBPI SIAHBP1	Homo sapiens (Human)	559
Q9UI17	Q9UI17	M2GD_HUMAN	reviewed	Dimethylglycine dehydrogenase, mitochondrial (EC 1.5.8.4) (ME2GLYDH)	DMGDH	Homo sapiens (Human)	866
Q9UI42	Q9UI42	CBPA4_HUMAN	reviewed	Carboxypeptidase A4 (EC 3.4.17.-) (Carboxypeptidase A3)	CPA4 CPA3 UNQ694/PRO1339	Homo sapiens (Human)	421
Q9UIG0	Q9UIG0	BAZ1B_HUMAN	reviewed	Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor) (Williams-Beuren syndrome chromosomal region 10 protein) (Williams-Beuren syndrome chromosomal region 9 protein) (hWALp2)	BAZ1B WBSC10 WBSCR10 WBSCR9 WSTF	Homo sapiens (Human)	1483
Q9UJC3	Q9UJC3	HOOK1_HUMAN	reviewed	Protein Hook homolog 1 (h-hook1) (hHK1)	HOOK1	Homo sapiens (Human)	728
Q9UJS0	Q9UJS0	CMC2_HUMAN	reviewed	Calcium-binding mitochondrial carrier protein Aralar2 (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)	SLC25A13 ARALAR2	Homo sapiens (Human)	675
Q9UJU6	Q9UJU6	DBNL_HUMAN	reviewed	Drebrin-like protein (Cervical SH3P7) (Cervical mucin-associated protein) (Drebrin-F) (HPK1-interacting protein of 55 kDa) (HIP-55) (SH3 domain-containing protein 7)	DBNL CMAP SH3P7 PP5423	Homo sapiens (Human)	430
Q9UJV9	Q9UJV9	DDX41_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX41 (EC 3.6.4.13) (DEAD box protein 41) (DEAD box protein abstrakt homolog)	DDX41 ABS	Homo sapiens (Human)	622
Q9UJZ1	Q9UJZ1	STML2_HUMAN	reviewed	Stomatin-like protein 2, mitochondrial (SLP-2) (EPB72-like protein 2) (Paraprotein target 7) (Paratarg-7)	STOML2 SLP2 HSPC108	Homo sapiens (Human)	356
Q9UK58	Q9UK58	CCNL1_HUMAN	reviewed	Cyclin-L1 (Cyclin-L)	CCNL1 BM-001 UNQ530/PRO1073	Homo sapiens (Human)	526
Q9UKF6	Q9UKF6	CPSF3_HUMAN	reviewed	Cleavage and polyadenylation specificity factor subunit 3 (EC 3.1.27.-) (Cleavage and polyadenylation specificity factor 73 kDa subunit) (CPSF 73 kDa subunit) (mRNA 3'-end-processing endonuclease CPSF-73)	CPSF3 CPSF73	Homo sapiens (Human)	684
Q9UKJ3	Q9UKJ3	GPTC8_HUMAN	reviewed	G patch domain-containing protein 8	GPATCH8 GPATC8 KIAA0553	Homo sapiens (Human)	1502
Q9UKK3	Q9UKK3	PARP4_HUMAN	reviewed	Protein mono-ADP-ribosyltransferase PARP4 (EC 2.4.2.-) (193 kDa vault protein) (ADP-ribosyltransferase diphtheria toxin-like 4) (ARTD4) (PARP-related/IalphaI-related H5/proline-rich) (PH5P) (Poly [ADP-ribose] polymerase 4) (PARP-4) (Vault poly(ADP-ribose) polymerase) (VPARP)	PARP4 ADPRTL1 KIAA0177 PARPL	Homo sapiens (Human)	1724
